"hgnc_symbol","uniprotswissprot","go_id","name_1006","definition_1006"
"LPA","P08519","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"LPA","P08519","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid. [GOC:jl, ISBN:0815332181]"
"LPA","P08519","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]"
"LPA","P08519","GO:0005576","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite. [GOC:go_curators]"
"LPA","P08519","GO:0004252","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"LPA","P08519","GO:0006869","lipid transport","The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. [ISBN:0198506732]"
"LPA","P08519","GO:0008236","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"LPA","P08519","GO:0006629","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids. [GOC:ma]"
"LPA","P08519","GO:0004866","endopeptidase inhibitor activity","Stops, prevents or reduces the activity of an endopeptidase, any enzyme that hydrolyzes nonterminal peptide bonds in polypeptides. [GOC:jl]"
"LPA","P08519","GO:0008201","heparin binding","Interacting selectively and non-covalently with heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues. [GOC:jl, ISBN:0198506732]"
"LPA","P08519","GO:0034185","apolipoprotein binding","Interacting selectively and non-covalently with an apolipoprotein, the protein component of a lipoprotein complex. [GOC:BHF, GOC:rl]"
"LPA","P08519","GO:0008015","blood circulation","The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products. [GOC:mtg_heart, ISBN:0192800825]"
"LPA","P08519","GO:0034374","low-density lipoprotein particle remodeling","The acquisition, loss or modification of a protein or lipid within a low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the transfer of cholesterol esters from LDL to a triglyceride-rich lipoprotein particle by cholesteryl ester transfer protein (CETP), with the simultaneous transfer of triglyceride to LDL. [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"
"LPA","P08519","GO:0001968","fibronectin binding","Interacting selectively and non-covalently with a fibronectin, a group of related adhesive glycoproteins of high molecular weight found on the surface of animal cells, connective tissue matrices, and in extracellular fluids. [GOC:hjd]"
"LPA","P08519","GO:0034358","plasma lipoprotein particle","A spherical particle with a hydrophobic core of triglycerides and/or cholesterol esters, surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Plasma lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood or lymph. [GOC:BHF, GOC:expert_pt, GOC:rl]"
"PTPRC","P08575","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it. [GOC:dos, GOC:mah, ISBN:0815316194]"
"PTPRC","P08575","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"
"PTPRC","P08575","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3. [ISBN:0198506732]"
"PTPRC","P08575","GO:0004725","protein tyrosine phosphatase activity","Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate. [EC:3.1.3.48]"
"PTPRC","P08575","GO:0016791","phosphatase activity","Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate. [EC:3.1.3, EC:3.1.3.41, GOC:curators, GOC:pg]"
"PTPRC","P08575","GO:0006470","protein dephosphorylation","The process of removing one or more phosphoric residues from a protein. [GOC:hb]"
"PTPRC","P08575","GO:0016311","dephosphorylation","The process of removing one or more phosphoric (ester or anhydride) residues from a molecule. [ISBN:0198506732]"
"PTPRC","P08575","GO:0035335","peptidyl-tyrosine dephosphorylation","The removal of phosphoric residues from peptidyl-O-phospho-tyrosine to form peptidyl-tyrosine. [GOC:bf]"
"PTPRC","P08575","GO:0004721","phosphoprotein phosphatase activity","Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity. [EC:3.1.3.16, ISBN:0198547684]"
"PTPRC","P08575","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"PTPRC","P08575","GO:0045121","membrane raft","Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions. [PMID:16645198, PMID:20044567]"
"PTPRC","P08575","GO:0005925","focal adhesion","Small region on the surface of a cell that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. [ISBN:0124325653, ISBN:0815316208]"
"PTPRC","P08575","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]"
"PTPRC","P08575","GO:0050852","T cell receptor signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a T cell. [GOC:add]"
"PTPRC","P08575","GO:0051607","defense response to virus","Reactions triggered in response to the presence of a virus that act to protect the cell or organism. [GOC:ai]"
"PTPRC","P08575","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"
"PTPRC","P08575","GO:0030890","positive regulation of B cell proliferation","Any process that activates or increases the rate or extent of B cell proliferation. [GOC:mah]"
"PTPRC","P08575","GO:0070062","extracellular exosome","A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"
"PTPRC","P08575","GO:0019901","protein kinase binding","Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate. [GOC:jl]"
"PTPRC","P08575","GO:0042102","positive regulation of T cell proliferation","Any process that activates or increases the rate or extent of T cell proliferation. [GOC:ai]"
"PTPRC","P08575","GO:0001960","negative regulation of cytokine-mediated signaling pathway","Any process that stops, prevents, or reduces the frequency, rate or extent of the cytokine mediated signaling pathway. [GOC:hjd]"
"PTPRC","P08575","GO:0043312","neutrophil degranulation","The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil. [ISBN:0781735149]"
"PTPRC","P08575","GO:0009986","cell surface","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]"
"PTPRC","P08575","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription. [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"
"PTPRC","P08575","GO:0030667","secretory granule membrane","The lipid bilayer surrounding a secretory granule. [GOC:mah]"
"PTPRC","P08575","GO:0051726","regulation of cell cycle","Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]"
"PTPRC","P08575","GO:0030217","T cell differentiation","The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex. [GO_REF:0000022, GOC:jid, GOC:mah, GOC:mtg_15nov05]"
"PTPRC","P08575","GO:0050853","B cell receptor signaling pathway","A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell. [GOC:add]"
"PTPRC","P08575","GO:0006469","negative regulation of protein kinase activity","Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity. [GOC:go_curators]"
"PTPRC","P08575","GO:0006933","negative regulation of cell adhesion involved in substrate-bound cell migration","The disassembly of adhesions at the front and rear of a migrating cell. At the leading edge, adhesion disassembly accompanies the formation of new protrusions; at the cell rear, it promotes tail retraction. [GOC:dph, GOC:tb, ISBN:0815316194, PMID:11944043, PMID:14657486]"
"PTPRC","P08575","GO:0045860","positive regulation of protein kinase activity","Any process that activates or increases the frequency, rate or extent of protein kinase activity. [GOC:go_curators]"
"PTPRC","P08575","GO:0009897","external side of plasma membrane","The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]"
"PTPRC","P08575","GO:0051209","release of sequestered calcium ion into cytosol","The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment. [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]"
"PTPRC","P08575","GO:0002244","hematopoietic progenitor cell differentiation","The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells. [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"
"PTPRC","P08575","GO:0042100","B cell proliferation","The expansion of a B cell population by cell division. Follows B cell activation. [GOC:jl]"
"PTPRC","P08575","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate. [EC:3.1.3.48]"
"PTPRC","P08575","GO:0001915","negative regulation of T cell mediated cytotoxicity","Any process that stops, prevents, or reduces the rate of T cell mediated cytotoxicity. [GOC:add, ISBN:0781735149]"
"PTPRC","P08575","GO:0002378","immunoglobulin biosynthetic process","The chemical reactions and pathways resulting in the formation of immunoglobulin. [GOC:add, ISBN:0781735149]"
"PTPRC","P08575","GO:0044770","cell cycle phase transition","The cell cycle process by which a cell commits to entering the next cell cycle phase. [GOC:mtg_cell_cycle]"
"PTPRC","P08575","GO:0048539","bone marrow development","The process whose specific outcome is the progression of the bone marrow over time, from its formation to the mature structure. [GOC:add, ISBN:0781735149]"
"PTPRC","P08575","GO:0048864","stem cell development","The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate. [CL:0000034, GOC:isa_complete]"
"PTPRC","P08575","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell. [GOC:ai]"
"PTPRC","P08575","GO:2000473","positive regulation of hematopoietic stem cell migration","Any process that activates or increases the frequency, rate or extent of hematopoietic stem cell migration. [GOC:obol]"
"PTPRC","P08575","GO:2000648","positive regulation of stem cell proliferation","Any process that activates or increases the frequency, rate or extent of stem cell proliferation. [GOC:dph]"
"ITGA5","P08648","GO:1903672","positive regulation of sprouting angiogenesis","Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis. [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"
"ITGA5","P08648","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it. [GOC:dos, GOC:mah, ISBN:0815316194]"
"ITGA5","P08648","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"
"ITGA5","P08648","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion. [GOC:ai]"
"ITGA5","P08648","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules. [GOC:hb, GOC:pf]"
"ITGA5","P08648","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"ITGA5","P08648","GO:0030054","cell junction","A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix. [GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732]"
"ITGA5","P08648","GO:0007229","integrin-mediated signaling pathway","A series of molecular signals initiated by the binding of extracellular ligand to an integrin on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]"
"ITGA5","P08648","GO:0008305","integrin complex","A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands. [PMID:17543136]"
"ITGA5","P08648","GO:0005925","focal adhesion","Small region on the surface of a cell that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. [ISBN:0124325653, ISBN:0815316208]"
"ITGA5","P08648","GO:0050900","leukocyte migration","The movement of a leukocyte within or between different tissues and organs of the body. [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"
"ITGA5","P08648","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]"
"ITGA5","P08648","GO:0046718","viral entry into host cell","The process that occurs after viral attachment by which a virus, or viral nucleic acid, breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the viral nucleic acid is released into the host cell cytoplasm. [GOC:jl]"
"ITGA5","P08648","GO:0016032","viral process","A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle. [GOC:bf, GOC:jl, GOC:mah]"
"ITGA5","P08648","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]"
"ITGA5","P08648","GO:0009986","cell surface","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]"
"ITGA5","P08648","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix. [GOC:mah]"
"ITGA5","P08648","GO:0001726","ruffle","Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork. [ISBN:0124325653]"
"ITGA5","P08648","GO:0001525","angiogenesis","Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels. [ISBN:0878932453]"
"ITGA5","P08648","GO:0005911","cell-cell junction","A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals. [GOC:dgh, GOC:hb, GOC:mah]"
"ITGA5","P08648","GO:0001618","virus receptor activity","Combining with a virus component and mediating entry of the virus into the cell. [GOC:bf, GOC:dph, PMID:7621403, UniProtKB-KW:KW-1183]"
"ITGA5","P08648","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]"
"ITGA5","P08648","GO:0043184","vascular endothelial growth factor receptor 2 binding","Interacting selectively and non-covalently with vascular endothelial growth factor receptor 2. [GOC:st]"
"ITGA5","P08648","GO:0005161","platelet-derived growth factor receptor binding","Interacting selectively and non-covalently with the platelet-derived growth factor receptor. [GOC:ai]"
"ITGA5","P08648","GO:0032587","ruffle membrane","The portion of the plasma membrane surrounding a ruffle. [GOC:mah]"
"ITGA5","P08648","GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","Any process that activates or increases the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity. [GOC:dgh]"
"ITGA5","P08648","GO:0035987","endodermal cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo. [CL:0000223, GOC:yaf, PMID:17624332]"
"ITGA5","P08648","GO:0071062","alphav-beta3 integrin-vitronectin complex","A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin. [PMID:10835423]"
"ITGA5","P08648","GO:0033627","cell adhesion mediated by integrin","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits. [GOC:add, PMID:12213832, PMID:14754902]"
"ITGA5","P08648","GO:0034113","heterotypic cell-cell adhesion","The attachment of a cell to a cell of a different type via adhesion molecules. [GOC:add]"
"ITGA5","P08648","GO:2000811","negative regulation of anoikis","Any process that stops, prevents or reduces the frequency, rate or extent of anoikis. [GOC:obol]"
"ITGA5","P08648","GO:0035313","wound healing, spreading of epidermal cells","The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis. [GOC:bf, PMID:15269788]"
"ITGA5","P08648","GO:0005154","epidermal growth factor receptor binding","Interacting selectively and non-covalently with the epidermal growth factor receptor. [GOC:ai]"
"ITGA5","P08648","GO:0005178","integrin binding","Interacting selectively and non-covalently with an integrin. [GOC:ceb]"
"ITGA5","P08648","GO:0050839","cell adhesion molecule binding","Interacting selectively and non-covalently with a cell adhesion molecule. [GOC:ai]"
"ITGA5","P08648","GO:0007044","cell-substrate junction assembly","The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate. [GOC:mah]"
"ITGA5","P08648","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell. [ISBN:0198506732]"
"ITGA5","P08648","GO:0007159","leukocyte cell-cell adhesion","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]"
"ITGA5","P08648","GO:0007613","memory","The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task). [GOC:curators, http://www.onelook.com/, ISBN:0582227089]"
"ITGA5","P08648","GO:0010811","positive regulation of cell-substrate adhesion","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]"
"ITGA5","P08648","GO:0030335","positive regulation of cell migration","Any process that activates or increases the frequency, rate or extent of cell migration. [GOC:go_curators]"
"ITGA5","P08648","GO:0033631","cell-cell adhesion mediated by integrin","The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits. [GOC:add, PMID:12213832, PMID:14754902]"
"ITGA5","P08648","GO:0045765","regulation of angiogenesis","Any process that modulates the frequency, rate or extent of angiogenesis. [GOC:go_curators]"
"ITGA5","P08648","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"
"ITGA5","P08648","GO:0005783","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached). [ISBN:0198506732]"
"ITGA5","P08648","GO:0005794","Golgi apparatus","A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions. [ISBN:0198506732]"
"ITGA5","P08648","GO:0009897","external side of plasma membrane","The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]"
"ITGA5","P08648","GO:0031410","cytoplasmic vesicle","A vesicle found in the cytoplasm of a cell. [GOC:ai, GOC:mah, GOC:vesicles]"
"ITGA5","P08648","GO:0045202","synapse","The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [ISBN:0198506732]"
"F7","P08709","GO:0051897","positive regulation of protein kinase B signaling","Any process that activates or increases the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B. [GOC:ai]"
"F7","P08709","GO:0030335","positive regulation of cell migration","Any process that activates or increases the frequency, rate or extent of cell migration. [GOC:go_curators]"
"F7","P08709","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3. [ISBN:0198506732]"
"F7","P08709","GO:0005509","calcium ion binding","Interacting selectively and non-covalently with calcium ions (Ca2+). [GOC:ai]"
"F7","P08709","GO:0005576","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite. [GOC:go_curators]"
"F7","P08709","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"F7","P08709","GO:0008233","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid. [GOC:jl, ISBN:0815332181]"
"F7","P08709","GO:0006508","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]"
"F7","P08709","GO:0004252","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"F7","P08709","GO:0008236","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, ISBN:0716720094]"
"F7","P08709","GO:0007596","blood coagulation","The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers. [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"
"F7","P08709","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]"
"F7","P08709","GO:0007599","hemostasis","The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part. [ISBN:0198506732]"
"F7","P08709","GO:0005788","endoplasmic reticulum lumen","The volume enclosed by the membranes of the endoplasmic reticulum. [ISBN:0198547684]"
"F7","P08709","GO:0006888","ER to Golgi vesicle-mediated transport","The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi. [GOC:ascb_2009, GOC:dph, GOC:jp, GOC:tb, ISBN:0716731363]"
"F7","P08709","GO:0005796","Golgi lumen","The volume enclosed by the membranes of any cisterna or subcompartment of the Golgi apparatus, including the cis- and trans-Golgi networks. [GOC:mah]"
"F7","P08709","GO:0016485","protein processing","Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein. [GOC:curators, GOC:jl, GOC:jsg]"
"F7","P08709","GO:0006465","signal peptide processing","The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell. [GOC:mah, ISBN:0815316194]"
"F7","P08709","GO:0017187","peptidyl-glutamic acid carboxylation","The gamma-carboxylation of peptidyl-glutamic acid; catalyzed by the vitamin K dependent gamma-glutamyl carboxylase. [RESID:AA0032]"
"F7","P08709","GO:0007598","blood coagulation, extrinsic pathway","A protein activation cascade that contributes to blood coagulation and consists of the self-limited process linking exposure and activation of tissue factor to the activation of clotting factor X. [GOC:add, GOC:mah, GOC:pde]"
"F7","P08709","GO:0002690","positive regulation of leukocyte chemotaxis","Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]"
"F7","P08709","GO:0010641","positive regulation of platelet-derived growth factor receptor signaling pathway","Any process that increases the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway. [GOC:dph, GOC:hjd, GOC:tb]"
"F7","P08709","GO:0050927","positive regulation of positive chemotaxis","Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical. [GOC:ai]"
"F7","P08709","GO:1905286","serine-type peptidase complex","A protein complex which is capable of serine-type peptidase activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:18640965]"
"F7","P08709","GO:0004175","endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain. [http://merops.sanger.ac.uk/about/glossary.htm#ENDOPEPTIDASE]"
"F7","P08709","GO:0005102","receptor binding","Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]"
