InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
Q9BXS5	P63010	intact, Biogrid, Hprd	1	1	3	9341158, 16189514, 26344197
Q14643	Q9BS26	intact, Hprd	2	2	1	15652484
P26599	P23246	intact, mint, Biogrid, Hprd	1	1	4	10653975, 15975576, 8449401, 17507659
Q96ST3	P23246	intact, Biogrid, Hprd	2	2	4	11259580, 19339282, 17452459, 21566083
P23246	Q15233	intact, Biogrid, Hprd	1	1	9	11259580, 21988832, 12403470, 18042045, 17452459, 22939629, 17507659, 26344197, 28514442
Q03164	Q03164	intact, Biogrid, Hprd	1	1	5	11313484, 10656681, 12482972, 12393701, 24235145
Q9UNP9	Q03164	intact, Biogrid, Hprd	1	1	3	11313484, 20541251, 18676843
O95219	O00499	mint, Biogrid, Hprd	1	1	1	12668730
Q15648	Q00987	mint, Biogrid, Hprd	2	2	1	15848166
Q15648	P04637	mint, Dip, Biogrid, Hprd	1	1	3	15848166, 9444950, 11118038
Q03164	Q9UBL3	intact, Dip, Biogrid, Hprd	1	1	8	15199122, 23870121, 26886794, 20064463, 21285357, 20305087, 22665483, 24235145
Q03164	O00255	intact, Dip, Biogrid, Hprd	1	1	10	15199122, 18598942, 22327296, 20818375, 20064463, 19818711, 16618927, 16239140, 16199523, 17671196
Q03164	Q15291	intact, Biogrid, Hprd	2	2	6	15199122, 23870121, 20064463, 15960975, 22665483, 24081332
Q96SB4	Q07955	intact, Biogrid, Hprd	1	1	8	10196197, 23602568, 17517895, 9472028, 12565863, 8208298, 8798720, 10390541
O95232	Q07955	intact, Biogrid, Hprd	1	1	1	12565863
O43318	P40763	intact, Biogrid, Hprd	2	2	2	15764709, 3031469
O75674	Q99816	mint, Biogrid, Hprd	1	1	1	15611048
O75674	O14964	mint, Biogrid, Hprd	1	1	1	15611048
Q8WXD5	Q9Y3F4	mint, intact, Biogrid, Hprd	1	1	3	15848170, 26496610, 28514442
Q9Y3F4	Q9H840	mint, intact, Biogrid, Hprd	1	1	3	15848170, 26496610, 28514442
Q9Y3F4	P14678	mint, Hprd	1	1	1	15848170
Q9Y3F4	P62318	mint, Hprd	1	1	1	15848170
Q9Y3F4	P62304	mint, Hprd	1	1	1	15848170
P62316	Q9Y3F4	mint, Hprd	1	1	1	15848170
P00519	P62258	intact, Biogrid, Hprd	2	2	3	15696159, 25852190, 16888623
P00519	P31946	intact, Biogrid, Hprd	2	2	3	15696159, 25852190, 16888623
P00519	P63104	intact, Biogrid, Hprd	2	2	3	15696159, 25852190, 16888623
P00519	P31947	intact, Biogrid, Hprd	2	2	2	15696159, 16888623
P00519	P61981	intact, Biogrid, Hprd	2	2	3	15696159, 25852190, 16888623
P00519	Q04917	intact, Biogrid, Hprd	2	2	3	15696159, 25852190, 16888623
P51636	Q03135	intact, Dip, Biogrid, Hprd	2	2	5	10212252, 24013648, 12414992, 9361015, 18081315
Q14254	Q03135	intact, Biogrid, Hprd	2	2	1	10212252
Q92905	P10599	intact, Biogrid, Hprd	1	1	2	15480426, 21145461
Q92905	P46527	intact, Biogrid, Hprd	1	1	9	15480426, 12082530, 16951171, 17951406, 22350412, 18285702, 18202760, 24671224, 15688030
O60683	P40855	intact, Biogrid, Hprd	1	1	3	10704444, 11390669, 12096124
O00623	P40855	intact, Biogrid, Hprd	1	1	3	10704444, 11390669, 12096124
Q92968	P40855	intact, mint, Biogrid, Hprd	1	1	4	10704444, 20531392, 11390669, 12096124
P40855	O43808	intact, Biogrid, Hprd	1	1	2	10704444, 14709540
P40855	P28288	intact, mint, Biogrid, Hprd	1	1	6	10704444, 21102411, 11883941, 10777694, 11453642, 14709540
Q9UBJ2	P40855	intact, Biogrid, Hprd	1	1	3	10704444, 11883941, 10777694
Q00987	O96017	mint, Biogrid, Hprd	1	1	3	15862297, 16943424, 19176998
Q15811	P60953	intact, Biogrid, Hprd	1	1	3	12006984, 11584276, 15824104
Q9NYL2	Q9NYL2	intact, Biogrid, Hprd	1	1	3	10924358, 15485649, 17192257
P53778	Q16512	intact, Biogrid, Hprd	1	1	1	12761180
P52564	Q16512	intact, Biogrid, Hprd	2	2	1	12761180
Q07960	P60953	intact, Dip, Biogrid, Hprd	1	1	10	9338791, 9846874, 9262406, 9427749, 9407060, 10551883, 9535855, 10684602, 14749388, 9268338
P04637	Q9BUJ2	mint, Hprd	1	1	2	15907477, 22653443
Q9NSA3	P35222	mint, intact, Biogrid, Hprd	1	1	10	15893313, 12408824, 17353931, 21885566, 10898789, 17072306, 12408825, 26912724, 28514442, 12417602
Q9NY99	Q14524	mint, Hprd	1	1	1	12429735
P68400	P42768	intact, Biogrid, Hprd	1	1	1	12769847
P42768	O43516	intact, Dip, Biogrid, Hprd	1	1	10	9405671, 10202051, 21988832, 25416956, unassigned1304, 17213309, 19805221, 9694849, 12591280, 16055720
P25787	P25786	intact, Biogrid, Hprd	1	1	11	15887188, 14733938, 12376572, 15225636, 21988832, 19193609, 22939629, 22863883, 26186194, 26344197, 28514442
P25787	P25789	intact, mint, Biogrid, Hprd	1	1	10	15887188, 14733938, 15225636, 17948026, 12376572, 9311996, 19193609, 22939629, 22863883, 26344197
P25787	P25788	intact, Biogrid, Hprd	1	1	9	15887188, 14733938, 12376572, 15225636, 9311996, 19193609, 22939629, 22863883, 26344197
P25787	P60900	intact, mint, Biogrid, Hprd	1	1	9	15887188, 14733938, 17948026, 16759355, 12376572, 19193609, 22939629, 22863883, 26344197
P25787	P28074	intact, Biogrid, Hprd	1	1	7	15887188, 14733938, 20980621, 19193609, 22939629, 22863883, 26344197
Q07912	P60953	intact, Biogrid, Hprd	1	1	10	10360579, 20936779, 11394904, 20086093, 15123659, 10684602, 11157984, 24413169, 16052498, 10802735
P04637	Q8TDN4	intact, Biogrid, Hprd	2	2	2	11706030, 14637168
P16333	O60496	mint, Biogrid, Hprd	2	2	2	10428862, 11689432
O60880	Q13291	mint, Dip, Biogrid, Hprd	1	1	12	10607564, 14674764, 10549287, 11389028, 11477068, 11806999, 11823424, 12225753, 12545174, 9774102, 15841490, 12458214
Q8WV28	P62993	mint, Biogrid, Hprd	1	1	7	10556826, 16912232, 21822214, 9697839, 11449366, 10820378, 9705962
Q06187	Q8WV28	mint, Biogrid, Hprd	1	1	6	10556826, 16969585, 12093870, 10498607, 21822214, 21482705
Q13094	P06239	mint, Hprd	1	1	4	10556826, 21725281, 8702662, 16354835
P43403	P06239	mint, intact, Biogrid, Hprd	1	1	8	10556826, 16461343, 10318843, 7539035, 8798643, 7961936, 9685404, 15144186
Q08881	Q13094	mint, Dip, Biogrid, Hprd	1	1	6	10556826, 21725281, 17420479, 15388330, 10636929, 12190313
O43290	Q9BZL1	intact, mint, Biogrid, Hprd	1	1	7	15620657, 22365833, 25092792, 21614000, 23726919, 24872507, 25862789
Q13425	O95477	mint, intact, Biogrid, Hprd	1	1	2	12054535, 16192269
Q04941	P32246	intact, Hprd	1	1	1	15474493
O15350	Q9NZC7	mint, Biogrid, Hprd	2	2	2	15070730, 24550385
Q9H2X6	P63165	mint, Biogrid, Hprd	1	1	4	15896780, 14609633, 21145359, 10535925
P63279	Q9H2X6	mint, intact, Biogrid, Hprd	1	1	6	15896780, 19549727, 20936779, 14609633, 15958389, 10535925
P04637	Q9H2X6	mint, Biogrid, Hprd	1	1	9	15896780, 16212962, 11740489, 11925430, 21057547, 17349959, 25313037, 11780126, 11875057
Q13639	Q13639	mint, Hprd	1	1	1	15896782
Q13639	P07550	mint, Hprd	1	1	1	15896782
Q15631	Q99598	mint, intact, Dip, Biogrid, Hprd	1	1	11	15919079, 26496610, unassigned1304, 21552258, 11278549, 9013868, 22939629, 22863883, 26186194, 26344197, 28514442
Q9HAP6	P48050	mint, Biogrid, Hprd	1	1	1	11742811
Q05066	Q15599	mint, Hprd	1	1	2	9054412, 16166090
Q92835	P19235	intact, mint, Biogrid, Hprd	1	1	2	15644415, 10660611
P16885	P19235	intact, Hprd	1	1	2	15644415, 15953601
P19235	O14508	mint, Biogrid, Hprd	1	1	3	11781573, 16961462, 15644415
Q9NSE2	P19235	mint, Biogrid, Hprd	1	1	5	11781573, 7796808, 16961462, 15644415, 9774439
P06239	P28482	mint, Biogrid, Hprd	1	1	4	8626561, 15967991, 8506364, 8618896
P20963	P06239	mint, intact, Dip, Biogrid, Hprd	1	1	6	8626561, 16461343, 24463463, 14523017, 26390156, 9047237
Q06547	P51610	intact, Hprd	1	1	1	10675337
P51610	Q06546	intact, Biogrid, Hprd	1	1	1	10675337
P0CG48	Q9Y3C5	mint, Biogrid, Hprd	1	1	2	15231748, 14755250
Q96BQ5	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	P45974	mint, Biogrid, Hprd	1	1	2	15231748, 23751493
Q9Y3C5	Q9Y6I3	mint, Biogrid, Hprd	1	1	1	15231748
Q9H1I8	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q6ZVM7	mint, Biogrid, Hprd	1	1	1	15231748
Q9UHD9	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q9NZ52	mint, Biogrid, Hprd	1	1	2	15231748, 25195858
Q9Y3C5	Q13191	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q9UJ41	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	P61088	mint, intact, Biogrid, Hprd	1	1	5	15231748, 19690564, 19549727, 18615712, 23751493
Q9Y3C5	Q15025	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q8WUM4	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q96CV9	mint, Biogrid, Hprd	1	1	1	15231748
Q13137	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q03468	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
P47897	Q9Y3C5	mint, intact, Biogrid, Hprd	1	1	3	15231748, 21988832, unassigned1304
Q9Y3C5	O00308	mint, Biogrid, Hprd	1	1	1	15231748
P62837	Q9Y3C5	mint, intact, Biogrid, Hprd	1	1	5	15231748, 19690564, 19549727, unassigned1304, 14562029
Q9Y3C5	O75886	mint, Biogrid, Hprd	1	1	3	15231748, 23222715, 24377927
Q9Y6K9	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q9NRR5	mint, Biogrid, Hprd	1	1	1	15231748
Q9UM54	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y2X8	Q9Y3C5	mint, intact, Biogrid, Hprd	1	1	5	15231748, 19690564, 19549727, 21516116, unassigned1304
Q9UNA4	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	Q9UJY5	mint, Biogrid, Hprd	1	1	3	15231748, 20676133, 25195858
Q86VP1	Q9Y3C5	mint, Biogrid, Hprd	1	1	2	15231748, 19131965
Q9Y3C5	Q96GG9	mint, Biogrid, Hprd	1	1	1	15231748
P08621	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9H201	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
P62987	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y3C5	P21580	mint, Biogrid, Hprd	1	1	4	15231748, 19131965, 22507528, 23018911
Q9Y3C5	Q9H0M0	mint, Biogrid, Hprd	1	1	2	15231748, 18724389
Q9Y3C5	Q8IYW5	mint, Biogrid, Hprd	1	1	1	15231748
P46934	Q9Y3C5	mint, Biogrid, Hprd	1	1	4	15231748, 20676133, 19953087, 11042109
Q96PU5	Q9Y3C5	mint, Biogrid, Hprd	1	1	1	15231748
P61968	P48739	mint, Biogrid, Hprd	1	1	1	15231748
Q86U70	P61968	mint, intact, Biogrid, Hprd	1	1	6	15231748, 25416956, unassigned1304, 12925972, 12727888, 9736723
O43680	P61968	mint, Biogrid, Hprd	1	1	1	15231748
Q8WW01	P61968	mint, Biogrid, Hprd	1	1	1	15231748
P61968	O15066	mint, Biogrid, Hprd	1	1	1	15231748
Q9GZM7	P61968	mint, Biogrid, Hprd	1	1	1	15231748
P61968	Q15811	mint, Biogrid, Hprd	1	1	1	15231748
P52294	P61968	mint, Biogrid, Hprd	1	1	1	15231748
P61968	O43679	mint, intact, Dip, Biogrid, Hprd	1	1	4	15231748, unassigned1304, 11751867, 18330356
O94855	P61968	mint, Biogrid, Hprd	1	1	1	15231748
P61968	Q8TD23	mint, Biogrid, Hprd	1	1	1	15231748
P61968	Q16531	mint, Biogrid, Hprd	1	1	1	15231748
Q9BX70	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q13438	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q00887	mint, Biogrid, Hprd	1	1	1	15231748
P30153	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P12757	mint, intact, Biogrid, Hprd	1	1	9	15231748, 18729074, 22442258, 11691834, 10531062, 16959829, 12426322, 12764135, 25059663
P10644	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q13219	mint, Biogrid, Hprd	1	1	1	15231748
O15230	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q9HAU4	mint, intact, Dip, Biogrid, Hprd	1	1	11	15231748, 18729074, 22045334, 20937913, 11016919, 11389444, 19122240, 15221015, 11158580, 19620243, 27447855
O60315	Q15796	mint, Biogrid, Hprd	1	1	3	15231748, 10400677, 12714599
Q15796	Q9BVG3	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P07602	mint, Biogrid, Hprd	1	1	1	15231748
Q9UJ70	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q5XPI4	mint, Biogrid, Hprd	1	1	1	15231748
Q969K4	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
P48556	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q12955	Q15796	mint, intact, Biogrid, Hprd	1	1	2	15231748, 20195357
Q96S59	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q9NRL2	mint, Biogrid, Hprd	1	1	1	15231748
Q96GG9	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q99615	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q13464	mint, Biogrid, Hprd	1	1	1	15231748
P05108	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q92793	mint, Biogrid, Hprd	1	1	7	15231748, 18003620, 20403362, 16751102, 17283070, 15750622, 9679056
Q15796	O00231	mint, Biogrid, Hprd	1	1	1	15231748
P68104	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P19793	mint, Biogrid, Hprd	1	1	1	15231748
Q14686	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
O95071	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q8WXI9	mint, Biogrid, Hprd	1	1	1	15231748
Q92905	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P30626	mint, Biogrid, Hprd	1	1	1	15231748
Q14974	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
P50502	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
O60664	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	O95295	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P62263	mint, Biogrid, Hprd	1	1	1	15231748
P58335	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q9UJX6	mint, Biogrid, Hprd	1	1	1	15231748
Q9NWK9	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	Q15326	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P51814	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P51003	mint, Biogrid, Hprd	1	1	1	15231748
Q07666	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P10826	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y262	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q9NSE2	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
P78524	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q86TI0	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P40855	mint, Biogrid, Hprd	1	1	1	15231748
Q93034	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
P08621	Q15796	mint, Biogrid, Hprd	1	1	1	15231748
Q15796	P62987	mint, Biogrid, Hprd	1	1	2	15231748, 15761153
Q15796	P21980	mint, Biogrid, Hprd	1	1	1	15231748
Q9UBW7	P12757	mint, Biogrid, Hprd	1	1	1	15231748
O75925	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y6X2	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q8N2W9	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P10586	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12956	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q9UBH0	mint, Biogrid, Hprd	1	1	1	15231748
Q9NQ87	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q07954	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q9UPV9	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q7LFL8	mint, Biogrid, Hprd	1	1	1	15231748
P12757	P84022	mint, intact, Biogrid, Hprd	1	1	9	15231748, 22442258, 11691834, 10531062, 11306568, 16959829, 12426322, 12764135, 17469184
P23142	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q15916	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q13219	mint, Biogrid, Hprd	1	1	1	15231748
Q4LDE5	P12757	mint, Biogrid, Hprd	1	1	1	15231748
O60437	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q14533	mint, Biogrid, Hprd	1	1	1	15231748
Q14789	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P78344	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q9UNY4	mint, Biogrid, Hprd	1	1	1	15231748
P63279	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q7L2E3	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q9UNN5	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q8TE76	mint, Biogrid, Hprd	1	1	1	15231748
Q8N3C0	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q13569	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q9UJ78	P12757	mint, Hprd	1	1	1	15231748
P15104	P12757	mint, Biogrid, Hprd	1	1	1	15231748
O75376	P12757	mint, Biogrid, Hprd	1	1	3	15231748, 10049357, 12764135
P12757	Q15047	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q9BVG3	mint, Biogrid, Hprd	1	1	1	15231748
Q8WUA8	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q9H5J0	P12757	mint, Biogrid, Hprd	1	1	1	15231748
O76094	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q96RL1	mint, Biogrid, Hprd	1	1	1	15231748
Q15036	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q9UHP3	P12757	mint, Biogrid, Hprd	1	1	1	15231748
O00257	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	O43149	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q86Z02	mint, Biogrid, Hprd	1	1	1	15231748
P12757	P26641	mint, Biogrid, Hprd	1	1	1	15231748
P12757	P35998	mint, Biogrid, Hprd	1	1	1	15231748
P14543	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	O95551	mint, Biogrid, Hprd	1	1	1	15231748
P48307	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q9H2Y7	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q8IZ52	mint, Biogrid, Hprd	1	1	1	15231748
Q14112	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q96C36	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q8N3E9	mint, Biogrid, Hprd	1	1	1	15231748
P12757	Q13485	mint, Biogrid, Hprd	1	1	7	15231748, 25609649, 10531062, 15761153, 12764135, 25059663, 17469184
P12757	P08621	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y5J3	P12757	mint, Biogrid, Hprd	1	1	1	15231748
Q16557	P12757	mint, Biogrid, Hprd	1	1	1	15231748
P12757	P08572	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q9UMN6	mint, Biogrid, Hprd	1	1	1	15231748
P84022	P12956	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y2K7	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9NQ87	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9HCE7	P84022	mint, Biogrid, Hprd	1	1	3	15231748, 15221015, 15761153
P84022	P30153	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q9UJY5	mint, Biogrid, Hprd	1	1	1	15231748
Q7LFL8	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q9Y692	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q13219	mint, Biogrid, Hprd	1	1	1	15231748
Q08174	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q4LDE5	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	O60315	mint, intact, Biogrid, Hprd	1	1	5	15231748, 19732720, 16061479, 10400677, 12714599
P84022	Q13485	mint, intact, Biogrid, Hprd	1	1	47	15231748, 15350224, 19135894, 18729074, 21988832, 21597466, 22045334, 22442258, 25609649, 27107012, 25910212, 15084259, 12794086, 12419246, 9311995, 10531362, 9892009, 11114293, 20142324, 12732634, 12167862, 20564330, 10878024, 10995777, 12917407, 21532621, 17283070, 22310290, 19917253, 19768112, 15922743, 15761153, 17591701, 10092624, 9111321, 15467747, 12543979, 19139564, 23788427, 24382352, 24157709, 11927552, 15588252, 24584437, 25514493, 26555259, 28115363
Q12955	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q96S59	mint, Biogrid, Hprd	1	1	1	15231748
P84022	O60318	mint, Biogrid, Hprd	1	1	1	15231748
P05108	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P51522	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	O00231	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y483	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9UEE9	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9UJ37	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q14213	mint, Biogrid, Hprd	1	1	1	15231748
Q9H0E3	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q14686	mint, Biogrid, Hprd	1	1	1	15231748
Q99814	P84022	mint, intact, Biogrid, Hprd	1	1	3	15231748, 25241761, 21057546
Q86UD4	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q05516	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P15822	P84022	mint, intact, Biogrid, Hprd	1	1	2	15231748, 21988832
Q9UM63	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q13445	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q6DJT9	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9UKN5	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	Q9H7M9	mint, Biogrid, Hprd	1	1	1	15231748
P21333	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P05388	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P08621	P84022	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y5J3	P84022	mint, Biogrid, Hprd	1	1	1	15231748
P84022	P21980	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	P24468	mint, Biogrid, Hprd	1	1	1	15231748
O94842	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9NQ87	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9NYA4	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	O43294	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	Q15942	mint, Biogrid, Hprd	1	1	1	15231748
P53671	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	P02745	mint, Biogrid, Hprd	1	1	1	15231748
Q8IUQ4	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q7Z4I7	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	P32121	mint, Biogrid, Hprd	1	1	1	15231748
Q9UII5	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	Q9UGP4	mint, Biogrid, Hprd	1	1	1	15231748
Q9H422	O43255	mint, Biogrid, Hprd	1	1	1	15231748
Q9BQQ3	Q9H422	mint, Biogrid, Hprd	1	1	1	15231748
Q05209	Q00887	mint, Biogrid, Hprd	1	1	1	15231748
P01215	Q05209	mint, Biogrid, Hprd	1	1	1	15231748
Q9NXF1	Q05209	mint, Biogrid, Hprd	1	1	1	15231748
Q05209	Q9Y4C8	mint, Biogrid, Hprd	1	1	1	15231748
Q6ZN57	Q05209	mint, Biogrid, Hprd	1	1	1	15231748
Q05209	O14662	mint, Biogrid, Hprd	1	1	1	15231748
P46939	Q05209	mint, Biogrid, Hprd	1	1	1	15231748
P46379	Q05209	mint, Biogrid, Hprd	1	1	1	15231748
Q9BUZ4	Q9HAU4	mint, Biogrid, Hprd	1	1	2	15231748, 23973329
Q15038	Q9HAU4	mint, Biogrid, Hprd	1	1	2	15231748, 22070932
Q9HAU4	O75369	mint, Biogrid, Hprd	1	1	1	15231748
Q9HAU4	Q9Y5L0	mint, Biogrid, Hprd	1	1	1	15231748
Q9HAU4	Q9HAU4	mint, intact, Biogrid, Hprd	1	1	8	15231748, 17719543, 20858899, 16061177, 23973329, 17996703, 25438670, 26949039
Q9HAU4	O15105	mint, Dip, Biogrid, Hprd	1	1	16	15231748, 20937913, 22921829, 14722617, 11163210, 18448069, 15221015, 22624557, 16641086, 22773947, 16061177, 23973329, 26679521, 26435193, 27292644, 17719543
Q9HAU4	Q99717	mint, Biogrid, Hprd	1	1	4	15231748, 15221015, 20484049, 28514442
Q9HAU4	Q8N0X7	mint, Biogrid, Hprd	1	1	2	15231748, 19307600
P48307	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
P27824	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q9NWM3	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q13017	Q9HAU4	mint, Biogrid, Hprd	1	1	2	15231748, 28514442
Q9H3M7	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q9HAU4	P98082	mint, Biogrid, Hprd	1	1	1	15231748
O43541	Q9HAU4	mint, Biogrid, Hprd	1	1	4	15231748, 15221015, 24850914, 15761153
Q9HAU4	P98153	mint, Biogrid, Hprd	1	1	1	15231748
Q15018	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q9H3P7	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q15428	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q9HAU4	O15254	mint, Biogrid, Hprd	1	1	1	15231748
Q6ZNA4	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q8IV31	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
Q13571	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
P08621	Q9HAU4	mint, Biogrid, Hprd	1	1	1	15231748
O75925	O15105	mint, Biogrid, Hprd	1	1	1	15231748
Q8N2W9	O15105	mint, Biogrid, Hprd	1	1	2	15231748, 12815042
P12956	O15105	mint, Biogrid, Hprd	1	1	1	15231748
Q9Y2K7	O15105	mint, Biogrid, Hprd	1	1	1	15231748
